movie_id,description,genre
tt8296030,"In an isolated mountain village in th century Macedonia, a young girl is kidnapped and then transformed into a witch by an ancient spirit. Set in an isolated mountain village in th century Macedonia, You Won't Be Alone follows a young girl who is kidnapped and then transformed into a witch by an ancient spirit. Curious about life as a human, the young witch accidentally kills a peasant in the nearby village and then takes her victim's shape to live life in her skin. Her curiosity ignited, she continues to wield this horrific power in order to understand what it means to be human. Rural thcentury Macedonia. Robbed of her childhood, Nevena, a feral yearold woman raised in isolation, has to pay for the sins of her mother. And, freed from her impenetrable stony prison, the innocent girl has no other choice but to accept her fate and turn into something unimaginable. Little by little, as Nevena roams the mythridden, superstitionfilled land, gathering both gratifying and harrowing experiences, dark immortality ignites her animalistic, wideeyed curiosity. But Nevena's lifelong, blackhearted tormentor is never far away. A young girl is kidnapped and then transformed into a witch by an ancient spirit. Curious about life as a human, the young witch accidentally kills a peasant in the nearby village and then takes her victim's shape to live life in her skin. Her curiosity ignited, she continues to wield this horrific power in order to understand what it means to be human.",horror
tt2568862,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money. Three seniors, who have been wronged by the company they worked for thirty years and are living social security check to check, decide they have had enough. So, they plan to rob the bank that is taking their pension money. Joe Harding (Sir Michael Caine), a man who lives with his daughter and granddaughter, who which he has a strong relationship with is having troubles with his mortgage. Willy Davis (Morgan Freeman), lives very far away from the only family he has but needs desperate kidney surgery. Albert Gardner (Alan Arkin), a grumpy old man who a long time ago used to play the saxophone and is constantly flirting with the grandmother of his student. The problem is, they don't even know how to handle a gun. Toiling away for more than three decades at the drab Wechsler Steel Company, the octogenarian best friends, Joe, Albert, and Willie, see their world turn upside down, when the firm's pension fund evaporates after a soulless corporate merger. At the end of his tether, penniless, and having less than twenty days before he loses his home, Joe has a flash of insight: the inconspicuous ringleader needs to orchestrate the perfect bank heist, and steal back his pension from the very institution that's robbing them of what is rightfully theirs--Brooklyn's despicable Williamsburg Savings Bank. Now, the game is afoot. Is it too late to right the wrongs, and go out with a bang?",comedy
tt11905962,"The lone survivor of an enigmatic spaceship incident hasn't returned home alone hiding inside his body is a dangerous creature. At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander's mental state, it becomes clear that something dangerous may have come back to Earth with him. Two Soviet cosmonauts return to Earth after a mission in space. On re-entry one dies and the other is found to be inhabited by a parasitic alien being. The Soviet authorities call in a fearless, innovative doctor to try to decouple the parasite from the host. However, even she is not prepared for what awaits her.",horror
tt4682266,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves. After a neardeath experience during a strange tornado, Danielle Moonstar awakens in an abandoned research facility run by the mysterious Dr Cecilia Reyes. There, Dr Reyes introduces Dani to four other equally uncommon teenagers Illyana Rasputin, Rahne Sinclair, Sam Guthrie, and Roberto da Costa, who wants to keep them safe and sound until they learn how to be in full control of their extraordinary abilities. However, even though the exceptional team of traumatised inmates believes that they're being treated and cared for, before long, they all start to experience horrifying hallucinations. But, this institution was supposed to be a safe place. The film starts with Dani Moonstar Blu Hunt mentioning how her father used to tell her that inside everyone were two bears  the good one made up of compassion and kindness, and the evil one made up of fears and aggression. Cut to Dani waking up as her father William Adam Beach waking her up, as their reservation appears to be hit by a tornado. As the residents flee, William hides Dani behind a tree as he goes to help the others. Moments later, William is thrown back in front of Dani, dead. She tries to run for it as a a growling entity approaches her, but she tumbles down a hill.Dani wakes up in a facility. She meets Dr. Cecilia Reyes Alice Braga, who tells her that she is in a kind of hospital for people with abilities like hers, and that she is the sole survivor of the incident on the reservation. Reyes tells Dani that she is a mutant, but Dani is not aware of any powers she may has.Reyes holds a session with the other members of the facility  Rahne Sinclair Maisie Williams, who has the power to turn into a wolf and suffered trauma from when the priest of her church tried to kill her; Illyana Rasputin Anya TaylorJoy, who carries a purple dragon hand puppet that she calls Lockheed; Roberto da Costa Henry Zaga, who comes from a wealthy family from Brazil; and Sam Guthrie Charlie Heaton, who appears with a black eye and broken arm. As Reyes tries to counsel the teens, Dani joins them. She is greeted with smarmy remarks from Roberto and Illyana. Reyes has Ilyana show Dani around the campus, but Illyana couldn't care less and just sprays graffiti on a nearby fountain. When Dani tries to run away, she ends up running into a force field. Illyana laughs at her, but when Dani tries to attack her, Illyana just disappears in a flash.Dani contemplates jumping from the clock tower, but Rahne comes up to talk her out of it and convince her to stick around.",horror
tt12472174,"The babes are back. And so is everyone's favorite wish-grantin', murder-lovin' mischievous gremlin, the Imp. The Pi-Ep sorority house has seen better days, but the girls are intent on gaining some new recruits. With housemother Auntie Snake as their guide, the naughty hi-jinks and hilarity begin. Meanwhile, though, the Bowl-O-Rama bowling alley has had a break-in, and a breakout. With the escape of the magical and murderous Imp, it's a fight for survival, with only one mysterious girl holding the answers to the riddle of the Imp's wish.",horror
tt15404468,"An independent country girl, Paisley (Hedy Nasser), takes on the task of upholding her adored grandfather's ranch. After being denied the funding needed to refurbish the ranch, she is reintroduced to her ex-boyfriend Josh (Johnathan Stoddard), a big-time marketing executive stationed in Denver who has been suspended from his current position at his company. Admitting to herself that she needs the help, Paisley agrees to work with Josh while he is town to come up with ideas on how to raise money for the farm. An extra set of hands comes along when Josh's brother and Paisley's good friend Sam comes back into town to visit the pair. After 15 years and in the midst of their fund raising efforts, Paisley and Josh are finally able to reconnect and find the love in each other that seemed to have been there all along.",romance
tt7556122,"A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered. Led by a warrior named Andy Charlize Theron, a covert group of tightknit mercenaries with a mysterious inability to die have fought to protect the mortal world for centuries. But when the team is recruited to take on an emergency mission and their extraordinary abilities are suddenly exposed, it's up to Andy and Nile Kiki Layne, the newest soldier to join the ranks, to help the group eliminate the threat of those who seek to replicate and monetize their power by any means necessary. Andromache of Scythia ""Andy"" Charlize Theron, Booker Matthias Schoenaerts, Joe Marwan Kenzari, and Nicky Luca Marinelli are centuriesold warriors with unexplained regenerative healing abilities who use their vast experience to work as mercenaries, taking missions that help people. Breaking their rule of never working for the same employers twice, they accept a job from former CIA operative James Copley Chiwetel Ejiofor to rescue a group of kidnapped girls in South Sudan. Copley convinces Andy and Booker that the girls will be moved quickly by the kidnappers, and if they are they will never be found again.During the mission, which proves to be a ruse as there were no hostages, they are ambushed and killed. After quickly recovering and killing their attackers, they realize that Copley set them up and remotely filmed their regeneration. Andy is now worried that the CIA knows about her team's regenerative abilities. She decides to kill Copley.",action
tt12077970,"Follows Ahmed, a 18-year old, French of Algerian origin, who meets Farah, a young Tunisian girl. He discovers a collection of sensual and erotic Arab literature and falls in love with Farah and he tries to resist the desire.
Ahmed, 18, French of Algerian origin, grew up in the suburbs of Paris. At the university, he meets Farah, a young Tunisian girl, full of energy, who has just arrived in Paris. While discovering a corpus of sensual and erotic Arabic literature he never imagined existed, Ahmed falls deep in love with Farah, and although literally overwhelmed with desire, he will try to resist it.",romance
tt8114980,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an allout fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash and only one side will make it out alive. A quiet loner Nic Cage finds himself stranded in a remote town when his car breaks down. Unable to pay for the repairs he needs, he agrees to spend the night cleaning Willy's Wonderland, an abandoned family fun center. But this wonderland has a dark secret that the ""The Janitor"" is about to discover. He soon finds himself trapped inside Willy's and locked in an epic battle with the possessed animatronic mascots that roam the halls. To survive, he must fight his way through each of them. When a lone wanderer's car breaks down in a small town called Hayesville, the mechanic tells him he can fix it but he's not able to pay. The mechanic then suggests he can pay it off if he cleans up an abandoned family fun center called Willy's Wonderland. He agrees, but he soon learns that this is no ordinary cleanup job, and must fight his way through the animatronic animals that have come to life and murder anyone unlucky enough to clean the fun center.",horror
tt10676012,"Lara Jean Covey, accompanied by her sisters Kitty and Margot, her father Dan, and her neighbor Trina Rothschild, visits Seoul for spring break. She reconnects with the memory of her mother by searching for a lock her mother had left on a bridge to memorialize her love for Dan, and finally manages to read her accompanying message, which says ""for the rest of my life."" Returning home, she mentions to her boyfriend, Peter Kavinsky, that the two of them never had a meet-cute, meeting Peter's disbelief because he remembers their first meeting quite well. She nervously waits for the result of her Stanford University application so she can attend college with Peter. As Dan's relationship with Trina becomes more serious and the family begins to plan their upcoming wedding, Lara Jean is disappointed when she is accepted to her safety schools, the University of California, Berkeley and New York University, but is rejected from Stanford.

Initially leaning towards Berkeley to live closer to Peter, Lara Jean enjoys New York City during a school trip and decides on NYU. She explains her decision to Peter, but his disappointment at her decision is palpable, and he decides to break up with her on prom night to save himself what he sees as the inevitable breakdown of a long-distance relationship. Respecting Lara Jean's wishes, Peter skips Dan and Trina's wedding; he also meets with his formerly absentee father for a meal and chooses to try and reconnect despite the years of his absence. After the wedding festivities, Kitty conspires with Peter to set up a meeting between him and Lara Jean under the wedding tent. Lara Jean finds a letter in her yearbook from Peter containing his account of their first meeting in sixth grade and a proposed contract to always love each other despite the 3,000 miles (4,800 km) between Stanford and NYU. Peter walks in and asks her to sign on, to which she joyfully assents. The film ends with Lara Jean's reflection on wanting what she has with Peter, regardless of what films say and what stereotypes say about long-distance relationships. She remains optimistic that the distance will offer them the opportunity to keep writing love letters to one another.",romance
tt1489887,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night. Two academic teenage superstars (Dever, Feldstein) realise, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night. The film starts with best friends Amy (Kaitlyn Dever) and Molly (Beanie Feldstein) meeting up and heading to their last day at school. Both were straight A students throughout their whole high school career, and some of their classmates look down on them for being so nerdy. Even Principal Brown (Jason Sudeikis) would rather do anything else than to talk to Molly, who is class president. They do, however, have a friend in their teacher, Ms. Fine (Jessica Williams), who gives the girls her phone number if they ever need anything.",comedy
tt12834962,"Lala Kedarnath, the eldest and only brother of  sisters, runs a chaat shop that was started by his father. Lala promises his frail mother on her deathbed that he will get married only after he fulfills the responsibility of marrying his sisters into suitable homes first. What follows is Lala's relentless efforts of getting his sisters married while upholding his family values. At the same time, Lala also faces hiccups on the personal front, his romantic life with his childhood love Sapna. However, Lala's commitment to his sisters stands as a huge roadblock for his and Sapna's love story to take off. Understanding the importance of Lala's vow, Sapna decides to wait till his goal is achieved. Lala Kedarnath runs a Golgappa stall in Chandini Chowk where people believe that if a pregnant lady eats his Golgappa's she will bear a male child.He lives with his four sisters Gayatri,Durga,Laxmi and Saraswati and has promised his mother on death bed that he wont marry until all his sisters are married but faces difficulty in arranging dowry for them.Lala is in love with Sapna since childhood whose father forces him to marry her soon or else he will marry her to someone as she is passing the age of marriage.Lala then meets a matchmaker Shanno who decides to find grooms for his sisters but also finds that Sapna's father Hari Shankar is in touch with her to find groom for Sapna.When Sapna's groom comes to her house Gaytari and other sisters try and break their meeting and also insult Hari Shankar but soon Lala gets news from Shanoo that she has found groom for Gayatri and she will get married by next month.On the day of marriage Lala and his sisters bid emotional farewell to Gayatri but Hari Shankar who has not forgotten his insult comes and insults Lala at the venue and revels truth of him which his sisters had digested years back.",comedy
tt7401588,"Feeling a void in their marriage, Pete and Ellie Wanger visit a foster-care center. Two social workers, Karen and Sharon, guide the hopeful parents on the path to becoming adoptive parents.The couples are taken to a fair where they have the chance to go up to kids that they are interested in adopting. Pete and Ellie walk by the teenagers; although Ellie shows hesitance, one teen, Lizzy, informs Ellie that they all now that nobody wants to adopt teenagers. Pete and Ellie talk to Karen and Sharon over potentially taking in Lizzy. The social workers inform the couple that Lizzy's mother is a drug addict who is currently in jail, and she set their house on fire by leaving her crack pipe lit. They also find that Lizzy has two younger siblings, Juan and Lita. Although this seems like more of a challenge for Pete and Ellie, they agree to meet the siblings. Pete and Ellie have Thanksgiving dinner with Ellie's family, who all remark that they have no confidence that the Wagners would be good adoptive parents, until Ellie has enough and decides that they will go through with the foster care to prove that they can be good parents. Approaching middle age, Ellie and Pete Wagner, who flip houses for a living, have never felt it was time to have children--until now. For various reasons including their ages, they contemplate adopting an older child, taking that idea one step further by considering adopting a child in the foster care system for what they believe are altruistic reasons, but in reality is probably more to make themselves feel better by doing something they consider a social good, Pete equating it somewhat to taking in a rescue dog. Thus, they are probably not fully prepared for all it entails. Going through the foster-care training under social workers Karen and Sharon with other couples and singles, they, in meeting a number of foster children at a fair, decide on the spur of the moment to take their adoption idea two steps further, first by thinking of adopting a teenager in meeting feisty 15-year-old Lizzy, and second by adopting more than one child when they discover that Lizzy has two younger siblings, adolescent Juan and preschooler Lita. Beyond the racial issue of the children coming from a Hispanic background and the challenges of dealing with a teenager who already has a developed mind of her own, largely in acting as mother to Juan and Lita in the absence of their own incarcerated mother, they discover that adopting Juan and Lita have their own issues in each having their own but different emotional problems. Aside from the views of their respective families who see what they're doing very differently, Ellie and Paul must not only deal with three children at different stages of their lives and directly with the outward issues each brings into their lives, but with the hidden issues, including Lizzy's manipulations, with motivations that don't always match her outward actions.",comedy
tt6841122,"During World War II, an Englishwoman opens her heart to an evacuee after initially resolving to be rid of him in this moving journey of womanhood, love and friendship.
Alice is a reclusive writer, resigned to a solitary life on the seaside cliffs of Southern England while World War II rages across the channel. When she opens her front door one day to find she's to adopt a young London evacuee named Frank, she's resistant. It's not long, however, before the two realize they have more in common in their pasts than Alice had assumed. Gemma Arterton, Gugu Mbatha-Raw and Tom Courtenay star in this intensely emotional story of love's endurance in trying times.
During World War Two, a reclusive Englishwoman (Arterton) finds her life up-ended when a young evacuee (Bond) from the London Blitz is left in her care. Initially resolving to be rid of him, she finds herself opening her heart in this moving story of womanhood, love and friendship.",romance
tt17076046,"Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle. Popular parody singer ""Weird Al"" Yankovic is rushed into the hospital emergency room, near death. A doctor tries to revive him but it is no use. Just as the medical staff ""call it"", Al sits up and says he has more to do with his life. The audience sees the movie rewind back to the beginning.As a child, Al listens to his favorite host ""Dr. Demento"" on the radio. One day Al is eating a meal with his parents. His father rants about how bad the factory is and tells Al that is his future. Al says he does not want to work there. Al sings ""Amazing Grace"" with his own lyrics, naming it ""Amazing Grapes"". His father tells Al to stop that blasphemy.A traveling salesman shows up with an accordion. Al answers the door and the salesman gives the accordion to Al and tells him how perfect it would be for him. Al wants it but his father beats up the man. Al's mom says she will buy it and Al will secretly learn how to play it.As a high school student, Al is invited to a party but says his father won't let him go. His friends tell him to sneak out so he puts a hay boy in his bed and goes to the party. Polka music is being played and the kids love it. Al is asked to play his accordion, though he is reluctant. Al finally agrees and he is really good. The police show up and break up the party, and Al is taken home. His father destroys the accordion.Out on his own, Al auditions for a punk band by playing his accordion. He is immediately rejected.At the apartment he shares with Steve, Jim and Bermuda, Al is asked what he wants to do with his life. He says he wants to write new lyrics for existing songs. His friends ask him to go ahead and show what he can do, but Al is not inspired. While Al is looking in the refrigerator, his friends turn on the radio and ""My Sharona"" by The Knack is playing. Al notices the bologna is labeled and asks one of his friends if it is his. The friend responds it is ""my bologna"" and Al is inspired, especially when The Knack's record gets stuck.Al's friends bring recording equipment to a bus station and he records ""My Bologna"" with his accordion and sound effects provided by his friends. The recording is sent to DJ Captain Buffoon, who plays it and gets lots of great response. Al takes the recording to the Scotti Brothers, who reject the silly concept.Al and his friends go to a biker bar where the crowd hates the band that rejected Al earlier. Al offers to play his accordion. Amazingly, his friends can play the instruments that are already on stage, and Al changes the lyrics of ""I Love Rock and Roll"" to ""I Love Rocky Road"". The song is a hit and one of the bikers demands Rocky Road ice cream.It happens that Dr. Demento, in a tux and top hat, is attending and sees a lot of potential in Al. Al is excited to meet the man he has enjoyed for so long on the radio, and he and his friends attend a party at Dr. Demento's house. Also there are PeeWee Herman, Tiny Tim, Alice Cooper, Andy Warhol, Salvador Dali, Alice Cooper, Gallagher and other celebrities. Wolfman Jack crashes the party and is nearly escorted out. Al is asked to show his songwriting talent but he is not inspired. Then John Deacon of Queen, who has to explain who he is, asks Al to rewrite ""Another One Bites the Dust"". Al and the band perform ""Another One Rides the Bus"", which most of the party guests love Gallagher is cynical. Wolfman Jack is ejected.Weird Al is a major music star, with his songs all over the music charts and Oprah Winfrey interviewing him on TV. Madonna is one of his fans. Al's father is not. Dr. Demento gets in one of Al's multiple hot tubs, in Al's huge mansion, and starts giving Al career advice. Dr. Demento wants Al to write original songs, but Al doesn't want to. Then Dr. Demento reveals he put LSD in Al's food, and Al has weird visions and hears people talking about various cereal brands.At last, Al writes his first original song, ""Eat It"", which is a big hit. He says he is through with parodies. The Scotti brothers finally accept him. And his biggest fan is Madonna, who shows up dressed like one of her music video characters and begins a relationship with Al. She claims to be attracted to him but just wants one of his parodies to help her career. She wants Al to write his version of ""Like a Virgin"".Though warned about Madonna, Al continues his relationship with her. Then Al finds out Michael Jackson has parodied his ""Eat It"", with the new lyrics ""Beat It"". Al gets in an argument with the band before a show and, still drinking, storms off and gets in his car and has an accident. He is rushed to the hospital and the movie's first scene is repeated. Al has his inspiration for the Madonna parody, and he performs ""Like a Surgeon"" dressed like a doctor. He returns to the show despite medical advice and performs with his band but gets arrested for inappropriate behavior.Al has another big fan, drug lord Pablo Escobar. He has Madonna kidnapped and taken to Colombia, intending for Al to play for his th birthday. Al flies to Colombia and using a hay boy as a decoy manages to take out Escobar's guards. Al enters Escobar's house and after refusing to play for him, starts a gunfight. Al appears to be dead but the bullet was stopped by the platinum records he wears on his chest. Al kills Escobar and goes home, dropping Madonna.Al is shown learning a new job at his father's factory. His father is pleased Al wants to work there but he is finally ready to explain why he didn't want his son playing the accordion. Back at home, the father shows Al his art work. The audience sees it turn into animation. Al's father explains he was Amish and music such as polka was seen as evil. Al's father wanted to be an artist and a musician, and he performed accordion music on the street, but he was thrown out of his community. And he didn't want that life for his son. Al's parents want him to continue his career, but he is not feeling inspired. His mother has put on weight, saying, ""You know I'm fat, you know it."" Also part of the father's collection are the lyrics to an original song, ""Amish Paradise"".Al rejoins his band and performs his father's song. Coolio is in the audience and it's not clear whether he is annoyed or inspired.At an awards show Al wins a very specific award and is then shot by Madonna. The credits roll. Later, Madonna is grabbed by a hand reaching out from Al's grave.",comedy
tt15528292,"Tells the story of an elite assassin that is targeted by murderous gangsters after sparing a girl's life during a massacre. A bythebook detective investigates the death of her father and follows a clue to a remote tropical island, only to find out his true identity as a leader of a group of assassins. Now hunted by his enemies, she has to team up with the crooks her father had trained  four retired, down on their luck assassins itching to get back in the game. After four highly trained assassins Alpha The girl, Pelor the comic, Jenggo The sniper and Topan the leader have stopped the bad guys They are brutal in their methods and blow off anyone who stands in their way who have turned an orphanage into an organ harvesting ring for the rich, their boss, Petrus Budi Ros, decides that it's time to retire.nBefore leaving Petrus tells Topan that Hassan Donny Damara, is his best friend and is a law enforcer. Dina is Petrus's daughter, who is a cop and is closer to Hassan than to him.This retirement is hastened by the fact that Petrus' daughter, Dina Putri Marino, is now a cop. However, Petrus' retirement is shortlived, as Dina comes home to find him murdered. Dina finds her father killed in their home with only a masked person standing beside his dead body The masked man was TOpan, who had come to check in on Petrus, after he had been brutally murdered by an unknown assassin. Topan takes the group into hiding.Three years later, Dina is a bythebook cop, and the four assassins have disappeared. While she is not aware of who killed him or the reason he got murdered, she gets back to her work and, instead, starts finishing her police duties more diligently. She hasn't taken a leave for  yrs now. It becomes evident that she has not mourned the death of her father, who was dear to her, and is trying to stay busy not to let herself fall into a whirlwind of emotions.One day Dina is given vacation fliers by her supervisor, and she notices something familiar. She finds her dad's things and notices that her dad wanted to retire at the same place, Bersi Island at Paranais Villa. ",action
tt25403492,"A young girl walks into a world of darkness is search of revenge but darkness consumes her making her a victim of that very revenge. When Meghna a young girl decides to break the news of her love with Arjun to her father Dheeraj on her twentyfirst birthday, her worst nightmare comes alive when she discovers Dheeraj has killed himself. Meghna finds out that it is her mother Radhika who had not only abandoned them when she was a child but is also responsible for her father's suicide. Unable to bear her mother's betrayal, Meghna resolves to seek revenge and comes to live with Radhika and her current family to destroy them with a sinister plot of using her father's spirit to bring havoc to Radhika and her family. Meghana is traumatized by sudden death of her father.She finds his diary in which mentions that the cause of his suicide was her mother Radhika who left him years back to marry millionaire Shantanu Thakur.Meghana decides to take revenge of her fathers death and goes to live in with Radhika and her family. With the help of some evil powers her fathers soul enters Radhika's palace,Meghana notices that her step sister Aditi is everything to Radhika and hurting her will be directly hurting to her mother. Meghana with the help of an exorcist who knew her father transforms his spirit into Aditi's body and eventually she gets possessed. But Meghana soon realizes that apart from what is written in diary there is a also a different tale in the story.",horror
tt14039086,"After leaving a life of crime and violence, Ray is a reformed good guy, enjoying a quiet family life in the 'burbs. But when his past is discovered, Ray is blackmailed into one last job to collect a mysterious package. After a deadly double-cross, he finds himself wounded and on the run from ruthless assassins who will stop at nothing to get what he has. Now, with the lives of his loved ones hanging in the balance and danger at every turn, Ray's only hope is to draw upon his violent past to survive.",action
tt5774062,"Get ready for the outrageous coming-of-age love story about growing up...and blowing up. When students in their school begin exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last. When students in their high school begin inexplicably exploding (literally...), seniors Mara (Katherine Langford) and Dylan (Charlie Plummer) struggle to survive in a world where each moment may be their last. As an unexpected romance blossoms between them, Mara and Dylan discover that when tomorrow is no longer promised, they can finally start living for today. During a senior calculus class at Covington High, senior student Katelyn Ogden inexplicably explodes, spraying the surrounding students and classroom with blood. The police take the class into custody during an investigation, but aside from ruling out an attack, are unable to determine the cause of the explosion.",comedy
tt11514780,"After firing up a lost s survival horror game, a young coder unleashes a hidden curse that tears reality apart, forcing her to make terrifying decisions and face deadly consequences. A broke student who, in pursuit of an unclaimed , prize, plays an obscure s survival computer game. After a series of unexpectedly terrifying moments, she soon realizes she's no longer playing for the money, but for her own life."", 'Hal, a married man with a dysfunctional family who is a collector of retro video games, receives a copy of an interactive fiction computer game called CURSR. Hal installs the game and starts to play, expecting it to be nothing more than a classic s textbased adventure game. However, when the objects around him begin to interact with the game, he realizes it is something more, and his family is harmed as a result.Three months later, college student Kayla is working as a cleaner to pay for her studies. She provides new and old technology to her computergeek friend, Isaac, who in return helps her learn to code so that she can gain sufficient skills for her classes. Kayla's mother, Thea, has become a drug addict after the death of her son Ricky, and also suffers psychological and sexual abuse from her rent collector, Lance, who supplies her with drugs and forces her into prostitution in exchange for not being evicted from her apartment.One day while visiting Isaac after work, Kayla discovers the CURSR game in his apartment, along with a phone number offering a , prize. She calls the number and receives a recorded message from the Terror Director telling her to complete the game and insert the number code at the end of it to win the money. Attracted by the offer, Kayla accepts the challenge, thinking it will be easy money, and arranges a deal with Isaac to share the prize. That night, Kayla starts playing the game in a cafe and discovers that it can interfere with reality in different waysthe game level ending with a waitress eating broken glass and dying. The next day, Kayla tries to stop the game by destroying the tape. She tells Isaac what happened, but he finds her story hard to believe.Later, while Kayla is working a graveyard shift, her mother desperately calls her for help. Kayla discovers that CURSR has managed to escape to the net and is following her, forcing her to choose ways to save her mother from a giant rat.",horror
tt11388822,"When New York restaurateur, Caroline Wilson inherits a caf̩ in Lemon Myrtle Cove, Australia, she begins to fall in love with the place and its people, in particular, the cafe's charming local chef, Simon Cook.
Caroline is busy running her restaurant in New York when she suddenly receives a message that she has inherited her aunts Caf̩ in Lemon Myrtle Cove, Australia. She had to go down to Australia to try and arrange the sale of the Caf̩. When she arrives she's soon met by resistance from the Caf̩'s personnel that are afraid that the Caf̩ will lose it's character and that they will lose their if she sells. They convince the Caf̩s cook, Simon, to delay the repairs needed to sell and try and convince Caroline not to sell.",romance
tt11327514,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina, for the family patriarch's funeral, they're unexpectedly joined by Frank's lover, Walid. 1973, 18-year-old Beth Bledsoe moves from her home in Creekville, South Carolina, to attend college in New York City. Her uncle Frank Bledsoe is a college professor there, and is the relative she feels closest to as he is more refined and thoughtful than the rest of the family. In 1973, 18-year-old Beth Bledsoe moves from her home in Creekville, South Carolina to attend college in New York City. Her uncle Frank Bledsoe is a professor at the college, and is the relative she feels closest to as he is more refined and thoughtful than the rest of the family. However, when she shows up unannounced to a party at Frank's apartment with a boy she likes, she discovers that Frank is secretly gay and has been living with a man named Walid (""Wally"") for over ten years. Frank rejects the advance of the boy Beth came with, then cares for Beth when she gets too drunk. He pleads with her not to tell anyone else in the family his secret, and she agrees.The next day, Beth's grandfather and Frank\'s father, Daddy Mac, dies of a sudden heart attack. Frank agrees to drive Beth back to South Carolina for the funeral. Wally asks to come along and meet Frank's family, but Frank refuses, not yet ready to reveal the truth to them. However, Wally rents a car and follows them most of the way there; when Frank catches him, he agrees to let him come but stay in a motel during the funeral, fearful of what the locals might do if they discover their true relationship.Along their journey, Frank has flashbacks to his teenage years and a sexual relationship he had with another boy named Samuel; his father caught them in bed together and called Frank an abomination against God. To cope with these memories, Frank begins secretly drinking; he asks Beth not to tell Wally as Frank is a recovering alcoholic.Beth and Frank arrive home to attend the funeral. At the reading of the will, Frank learns he has been cut out of his inheritance, and the will exposes Frank's homosexuality to the family. An emotional Frank flees, driving away erratically while drinking heavily. A panicked Beth rushes to inform Wally, who drives them to the nearby lake where he suspects Frank went. A final flashback reveals that Frank told Samuel they could not be together as it displeased God, and Samuel drowned himself in the lake shortly after. Wally and Beth discover Frank's clothes sitting on a dock by the water, but Frank is nowhere to be seen.Wally and Beth return to the motel, where Wally grieves for Frank's supposed death. However, a drunken Frank returns, claiming he just went for a swim. An argument ensues as Wally confronts Frank for his drinking; Frank punches Wally and calls him a faggot before fleeing again. They later reconcile at Samuel's grave as Frank expresses guilt for his death. Frank laments that he has no family left; Wally reassures him that he is Frank's family. After an impassioned speech from Beth, Frank agrees to let Wally meet his family. While Frank's brother-in-law is unable to morally accept the truth, his siblings and mother have no problem with it and welcome Wally warmly.",comedy
tt12877640,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive. Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they discover is the home of a spine-chilling cult.",horror
